"Reference_Area","Time_Period","Sex","Age_group","Units_of_measurement","Observation_Value"
"Croatia","1991","Female","15-24 year olds","Percent","99.604403924414"
"Cuba","2012","All genders","15-24 year olds","Percent","99.98633"
"Cuba","2012","Male","15-24 year olds","Percent","99.98842"
"Cuba","2012","Female","15-24 year olds","Percent","99.98413"
"Cuba","2002","Female","15-24 year olds","Percent","99.9536913972327"
"Cuba","2002","Male","15-24 year olds","Percent","99.957406125342"
"Cuba","2002","All genders","15-24 year olds","Percent","99.9556036779705"
"Cuba","1981","All genders","15-24 year olds","Percent","99.5685685598378"
"Cyprus","2011","All genders","15-24 year olds","Percent","99.8209860684065"
"Cyprus","2011","Male","15-24 year olds","Percent","99.8045423706911"
"Cyprus","2011","Female","15-24 year olds","Percent","99.8383116330525"
"Cyprus","2001","Male","15-24 year olds","Percent","99.73630831643"
"Cyprus","2001","All genders","15-24 year olds","Percent","99.7749317261512"
"Cyprus","2001","Female","15-24 year olds","Percent","99.8152424942263"
"Cyprus","1992","Female","15-24 year olds","Percent","99.6641977660816"
"Cyprus","1992","All genders","15-24 year olds","Percent","99.6213941603273"
"Cyprus","1992","Male","15-24 year olds","Percent","99.5799095189733"
"Democratic Peoples Republic of Korea","2008","Male","15-24 year olds","Percent","99.9995982180973"
"Democratic Peoples Republic of Korea","2008","All genders","15-24 year olds","Percent","99.999691813171"
"Democratic Peoples Republic of Korea","2008","Female","15-24 year olds","Percent","99.9997897627052"
"Democratic Republic of the Congo","2007","Male","15-24 year olds","Percent","78.9364184067506"
"Democratic Republic of the Congo","2007","All genders","15-24 year olds","Percent","65.7765281546627"
"Democratic Republic of the Congo","2007","Female","15-24 year olds","Percent","53.2502201556192"
"Democratic Republic of the Congo","2001","Female","15-24 year olds","Percent","63.0907012195122"
"Democratic Republic of the Congo","2001","Male","15-24 year olds","Percent","77.9811097992916"
"Democratic Republic of the Congo","2001","All genders","15-24 year olds","Percent","70.4162633107454"
"Dominican Republic","2013","All genders","15-24 year olds","Percent","97.4724322574069"
"Dominican Republic","2013","Male","15-24 year olds","Percent","96.7626987467064"
"Dominican Republic","2013","Female","15-24 year olds","Percent","98.2525202622688"
"Dominican Republic","2012","Male","15-24 year olds","Percent","96.3218732777969"
"Dominican Republic","2012","All genders","15-24 year olds","Percent","97.0238866438391"
"Dominican Republic","2012","Female","15-24 year olds","Percent","97.7692294646151"
"Dominican Republic","2011","All genders","15-24 year olds","Percent","97.0419063270337"
"Dominican Republic","2011","Male","15-24 year olds","Percent","96.0916872580037"
"Dominican Republic","2011","Female","15-24 year olds","Percent","98.0536431440046"
"Dominican Republic","2010","Female","15-24 year olds","Percent","97.8834868543998"
"Dominican Republic","2010","Male","15-24 year olds","Percent","95.7752960177601"
"Dominican Republic","2010","All genders","15-24 year olds","Percent","96.8057512398917"
"Dominican Republic","2007","Male","15-24 year olds","Percent","94.627208586"
"Dominican Republic","2007","All genders","15-24 year olds","Percent","95.78686486123"
"Dominican Republic","2007","Female","15-24 year olds","Percent","96.9307291584126"
"Dominican Republic","2002","Female","15-24 year olds","Percent","95.417045891846"
"Dominican Republic","2002","All genders","15-24 year olds","Percent","94.2175720933154"
"Dominican Republic","2002","Male","15-24 year olds","Percent","92.9986368478161"
"Dominican Republic","1981","All genders","15-24 year olds","Percent","82.6241961924118"
"Dominican Republic","1981","Male","15-24 year olds","Percent","81.2573065713862"
"Dominican Republic","1981","Female","15-24 year olds","Percent","83.9385260371396"
"Ecuador","2013","Male","15-24 year olds","Percent","98.5794095018018"
"Ecuador","2013","All genders","15-24 year olds","Percent","98.6046360013483"
"Ecuador","2013","Female","15-24 year olds","Percent","98.6324773854683"
"Ecuador","2012","Female","15-24 year olds","Percent","98.8945423375449"
"Ecuador","2012","All genders","15-24 year olds","Percent","98.8316335463125"
"Ecuador","2012","Male","15-24 year olds","Percent","98.7732326276053"
"Ecuador","2011","Male","15-24 year olds","Percent","98.5865019714283"
"Ecuador","2011","All genders","15-24 year olds","Percent","98.6948410946124"
"Ecuador","2011","Female","15-24 year olds","Percent","98.8053167441492"
"Ecuador","2010","Male","15-24 year olds","Percent","98.4688674879778"
"Ecuador","2010","All genders","15-24 year olds","Percent","98.652705728372"
"Ecuador","2010","Female","15-24 year olds","Percent","98.8540973300791"
"Ecuador","2009","Female","15-24 year olds","Percent","96.8454595065895"
"Ecuador","2009","All genders","15-24 year olds","Percent","96.8310975674011"
"Ecuador","2009","Male","15-24 year olds","Percent","96.8189533239038"
"Ecuador","2007","All genders","15-24 year olds","Percent","95.4279688912197"
"Ecuador","2007","Male","15-24 year olds","Percent","95.2183090429968"
"Ecuador","2007","Female","15-24 year olds","Percent","95.6289347691086"
"Ecuador","2001","Male","15-24 year olds","Percent","96.3793958614208"
"Ecuador","2001","All genders","15-24 year olds","Percent","96.4372063431946"
"Ecuador","2001","Female","15-24 year olds","Percent","96.4934546726763"
"Ecuador","1990","Female","15-24 year olds","Percent","95.833246143989"
"Ecuador","1990","All genders","15-24 year olds","Percent","96.1947069643618"
"Ecuador","1990","Male","15-24 year olds","Percent","96.5757655339041"
"Ecuador","1982","All genders","15-24 year olds","Percent","93.4014553523652"
"Ecuador","1982","Male","15-24 year olds","Percent","94.5548068212326"
"Ecuador","1982","Female","15-24 year olds","Percent","92.2789292583171"
"Egypt","2012","Female","15-24 year olds","Percent","86.0515899331556"
"Egypt","2012","Male","15-24 year olds","Percent","92.3557614176365"
"Egypt","2012","All genders","15-24 year olds","Percent","89.2819206207902"
"Egypt","2010","Male","15-24 year olds","Percent","90.5576316904434"
"Egypt","2010","All genders","15-24 year olds","Percent","87.5096361480589"
"Egypt","2010","Female","15-24 year olds","Percent","84.3069262238721"
"Egypt","2006","All genders","15-24 year olds","Percent","84.8782741824603"
"Egypt","2006","Male","15-24 year olds","Percent","87.8567963098747"
"Egypt","2006","Female","15-24 year olds","Percent","81.7514513128016"
"Egypt","2005","Female","15-24 year olds","Percent","78.9499916298171"
"Egypt","2005","Male","15-24 year olds","Percent","90.0791155099524"
"Egypt","2005","All genders","15-24 year olds","Percent","84.9329001850111"
"Egypt","1996","All genders","15-24 year olds","Percent","73.2186890694876"
"Egypt","1996","Male","15-24 year olds","Percent","78.9908726585809"
"Egypt","1996","Female","15-24 year olds","Percent","66.931538162473"
"Egypt","1986","Female","15-24 year olds","Percent","54.0046575341809"
"Egypt","1986","Male","15-24 year olds","Percent","71.3806751468622"
"Egypt","1986","All genders","15-24 year olds","Percent","63.3276157842555"
"Egypt","1976","Male","15-24 year olds","Percent","63.0406821839436"
"Egypt","1976","All genders","15-24 year olds","Percent","51.0311641692137"
"Egypt","1976","Female","15-24 year olds","Percent","38.1226441031404"
"El Salvador","2011","All genders","15-24 year olds","Percent","96.5450882590494"
"El Salvador","2011","Male","15-24 year olds","Percent","96.1505581239572"
"El Salvador","2011","Female","15-24 year olds","Percent","96.9458888818113"
"El Salvador","2010","Female","15-24 year olds","Percent","96.3857409631959"
"El Salvador","2010","Male","15-24 year olds","Percent","95.6690444147516"
"El Salvador","2010","All genders","15-24 year olds","Percent","96.0344553764193"
"El Salvador","2009","All genders","15-24 year olds","Percent","95.0220631512493"
"El Salvador","2009","Male","15-24 year olds","Percent","94.708048183713"
"El Salvador","2009","Female","15-24 year olds","Percent","95.3235624905337"
"El Salvador","2008","Female","15-24 year olds","Percent","96.4833076110795"
"El Salvador","2008","Male","15-24 year olds","Percent","95.4050082184486"
"El Salvador","2008","All genders","15-24 year olds","Percent","95.9574739039492"
"El Salvador","2007","All genders","15-24 year olds","Percent","93.5649388698629"
"El Salvador","2007","Male","15-24 year olds","Percent","93.2192216723501"
"El Salvador","2007","Female","15-24 year olds","Percent","93.8894853421125"
"El Salvador","2006","Male","15-24 year olds","Percent","94.396868309606"
"El Salvador","2006","All genders","15-24 year olds","Percent","94.9509908461259"
"El Salvador","2006","Female","15-24 year olds","Percent","95.4533412480396"
"El Salvador","2004","All genders","15-24 year olds","Percent","92.19867"
"El Salvador","2004","Female","15-24 year olds","Percent","92.30232"
"El Salvador","2004","Male","15-24 year olds","Percent","92.09269"
"El Salvador","1992","Male","15-24 year olds","Percent","84.9452558308497"
"El Salvador","1992","Female","15-24 year olds","Percent","84.9478937456459"
"El Salvador","1992","All genders","15-24 year olds","Percent","84.9466352985022"
"Equatorial Guinea","2012","Female","15-24 year olds","Percent","98.51624"
"Equatorial Guinea","2012","Male","15-24 year olds","Percent","97.71697"
"Equatorial Guinea","2012","All genders","15-24 year olds","Percent","98.11403"
"Equatorial Guinea","2000","All genders","15-24 year olds","Percent","97.1313672922252"
"Equatorial Guinea","2000","Male","15-24 year olds","Percent","97.6079043161727"
"Equatorial Guinea","2000","Female","15-24 year olds","Percent","96.6242390702822"
"Eritrea","2012","Female","15-24 year olds","Percent","88.68132"
"Eritrea","2012","Male","15-24 year olds","Percent","93.186"
"Eritrea","2012","All genders","15-24 year olds","Percent","90.95256"
"Eritrea","2002","All genders","15-24 year olds","Percent","77.9452945677123"
"Eritrea","2002","Male","15-24 year olds","Percent","86.2532221379833"
"Eritrea","2002","Female","15-24 year olds","Percent","69.4833976833977"
"Estonia","2011","Female","15-24 year olds","Percent","99.9590369122935"
"Estonia","2011","Male","15-24 year olds","Percent","99.9392354517736"
"Estonia","2011","All genders","15-24 year olds","Percent","99.9489010958493"
"Estonia","2000","Male","15-24 year olds","Percent","99.7291049260131"
"Estonia","2000","All genders","15-24 year olds","Percent","99.7705019945086"
"Estonia","2000","Female","15-24 year olds","Percent","99.8133639824119"
"Estonia","1989","Female","15-24 year olds","Percent","99.9044991511036"
"Estonia","1989","Male","15-24 year olds","Percent","99.8340160094236"
"Estonia","1989","All genders","15-24 year olds","Percent","99.8678861317523"
"Ethiopia","2007","All genders","15-24 year olds","Percent","54.982977257246"
"Ethiopia","2007","Male","15-24 year olds","Percent","62.9709271705724"
"Ethiopia","2007","Female","15-24 year olds","Percent","47.0411271064338"
"Ethiopia","2005","Female","15-24 year olds","Percent","33.2997543347795"
"Ethiopia","2005","All genders","15-24 year olds","Percent","44.6059656866235"
"Ethiopia","2005","Male","15-24 year olds","Percent","55.8847369893013"
"Ethiopia","2004","Male","15-24 year olds","Percent","62.2"
"Ethiopia","2004","All genders","15-24 year olds","Percent","49.9"
"Ethiopia","2004","Female","15-24 year olds","Percent","38.5"
"Ethiopia","1994","Female","15-24 year olds","Percent","28.0801666292683"
"Ethiopia","1994","All genders","15-24 year olds","Percent","33.5854008338079"
"Ethiopia","1994","Male","15-24 year olds","Percent","39.2886737494988"
"French Guiana","1982","All genders","15-24 year olds","Percent","91.2873225648556"
"Gabon","2012","Male","15-24 year olds","Percent","87.3895884232287"
"Gabon","2012","All genders","15-24 year olds","Percent","88.5041427652442"
"Gabon","2012","Female","15-24 year olds","Percent","89.4292476168888"
"Gabon","2004","Female","15-24 year olds","Percent","90.7716337912051"
"Gabon","2004","Male","15-24 year olds","Percent","90.8985700746296"
"Gabon","2004","All genders","15-24 year olds","Percent","90.8564291627632"
"Gabon","1993","All genders","15-24 year olds","Percent","93.2087155602823"
"Gabon","1993","Male","15-24 year olds","Percent","94.4075517260304"
"Gabon","1993","Female","15-24 year olds","Percent","92.1140199655214"
"Gambia","2012","Male","15-24 year olds","Percent","73.41031"
"Gambia","2012","All genders","15-24 year olds","Percent","69.43474"
"Gambia","2012","Female","15-24 year olds","Percent","65.54938"
"Gambia","2000","All genders","15-24 year olds","Percent","52.5550167847818"
"Gambia","2000","Male","15-24 year olds","Percent","64.340490797546"
"Gambia","2000","Female","15-24 year olds","Percent","41.3943355119826"
"Georgia","2012","Male","15-24 year olds","Percent","99.74878"
"Georgia","2012","All genders","15-24 year olds","Percent","99.80049"
"Georgia","2012","Female","15-24 year olds","Percent","99.85287"
"Georgia","2002","All genders","15-24 year olds","Percent","99.8254156786947"
"Georgia","2002","Male","15-24 year olds","Percent","99.7884809778957"
"Georgia","2002","Female","15-24 year olds","Percent","99.8623599856223"
"Ghana","2010","Female","15-24 year olds","Percent","83.2345286263984"
"Ghana","2010","Male","15-24 year olds","Percent","88.3107454519145"
"Ghana","2010","All genders","15-24 year olds","Percent","85.7161476280435"
"Ghana","2000","All genders","15-24 year olds","Percent","70.6630625904523"
"Ghana","2000","Male","15-24 year olds","Percent","75.9458953157179"
"Ghana","2000","Female","15-24 year olds","Percent","65.4887068554159"
"Greece","2012","Male","15-24 year olds","Percent","99.44869"
"Greece","2012","All genders","15-24 year olds","Percent","99.3781"
"Greece","2012","Female","15-24 year olds","Percent","99.30327"
"Greece","2001","All genders","15-24 year olds","Percent","98.9405348362007"
"Greece","2001","Male","15-24 year olds","Percent","98.8944585929606"
"Greece","2001","Female","15-24 year olds","Percent","98.9911559844595"
"Greece","1991","Female","15-24 year olds","Percent","98.979378309124"
"Greece","1991","Male","15-24 year olds","Percent","98.9884257557979"
