"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Cameroon","2004","Not applicable","Not applicable","Percent","3.32991"
"Cameroon","2003","Not applicable","Not applicable","Percent","3.3018"
"Cameroon","2001","Not applicable","Not applicable","Percent","2.60995"
"Cameroon","2000","Not applicable","Not applicable","Percent","1.93258"
"Cameroon","1992","Not applicable","Not applicable","Percent","2.751"
"Cameroon","1991","Not applicable","Not applicable","Percent","3.22023"
"Cameroon","1990","Not applicable","Not applicable","Percent","3.2871"
"Cameroon","1989","Not applicable","Not applicable","Percent","2.64896"
"Cameroon","1988","Not applicable","Not applicable","Percent","2.71473"
"Cameroon","1987","Not applicable","Not applicable","Percent","2.93091"
"Cameroon","1986","Not applicable","Not applicable","Percent","2.84834"
"Cameroon","1984","Not applicable","Not applicable","Percent","3.24637"
"Cameroon","1983","Not applicable","Not applicable","Percent","3.49689"
"Cameroon","1982","Not applicable","Not applicable","Percent","2.98497"
"Canada","2011","Not applicable","Not applicable","Percent","5.27246"
"Canada","2010","Not applicable","Not applicable","Percent","5.37116"
"Canada","2009","Not applicable","Not applicable","Percent","4.87313"
"Canada","2008","Not applicable","Not applicable","Percent","4.66087"
"Canada","2007","Not applicable","Not applicable","Percent","4.79737"
"Canada","2005","Not applicable","Not applicable","Percent","4.80467"
"Canada","2002","Not applicable","Not applicable","Percent","5.03578"
"Canada","2001","Not applicable","Not applicable","Percent","4.98865"
"Canada","2000","Not applicable","Not applicable","Percent","5.45619"
"Canada","1999","Not applicable","Not applicable","Percent","5.55329"
"Canada","1998","Not applicable","Not applicable","Percent","5.5274"
"Canada","1995","Not applicable","Not applicable","Percent","6.34796"
"Canada","1994","Not applicable","Not applicable","Percent","6.70718"
"Canada","1993","Not applicable","Not applicable","Percent","7.7335"
"Canada","1992","Not applicable","Not applicable","Percent","6.79398"
"Canada","1991","Not applicable","Not applicable","Percent","6.90657"
"Canada","1990","Not applicable","Not applicable","Percent","6.00705"
"Canada","1989","Not applicable","Not applicable","Percent","6.11443"
"Canada","1988","Not applicable","Not applicable","Percent","6.2092"
"Canada","1987","Not applicable","Not applicable","Percent","6.35449"
"Canada","1986","Not applicable","Not applicable","Percent","6.0741"
"Canada","1985","Not applicable","Not applicable","Percent","6.23894"
"Canada","1984","Not applicable","Not applicable","Percent","6.6485"
"Canada","1983","Not applicable","Not applicable","Percent","6.88161"
"Canada","1982","Not applicable","Not applicable","Percent","6.52908"
"Canada","1981","Not applicable","Not applicable","Percent","6.44042"
"Canada","1980","Not applicable","Not applicable","Percent","6.49456"
"Canada","1979","Not applicable","Not applicable","Percent","6.72499"
"Canada","1978","Not applicable","Not applicable","Percent","7.10849"
"Canada","1977","Not applicable","Not applicable","Percent","6.7438"
"Canada","1976","Not applicable","Not applicable","Percent","6.73124"
"Canada","1975","Not applicable","Not applicable","Percent","6.45278"
"Cape Verde","2011","Not applicable","Not applicable","Percent","5.04361"
"Cape Verde","2010","Not applicable","Not applicable","Percent","5.56729"
"Cape Verde","2009","Not applicable","Not applicable","Percent","5.30896"
"Cape Verde","2008","Not applicable","Not applicable","Percent","5.518"
"Cape Verde","2007","Not applicable","Not applicable","Percent","5.40755"
"Cape Verde","2006","Not applicable","Not applicable","Percent","6.5296"
"Cape Verde","2004","Not applicable","Not applicable","Percent","7.47664"
"Cape Verde","2002","Not applicable","Not applicable","Percent","7.87682"
"Cape Verde","1999","Not applicable","Not applicable","Percent","6.80168"
"Cape Verde","1998","Not applicable","Not applicable","Percent","6.39177"
"Central African Republic","2011","Not applicable","Not applicable","Percent","1.22862"
"Central African Republic","2010","Not applicable","Not applicable","Percent","1.20455"
"Central African Republic","2009","Not applicable","Not applicable","Percent","1.30356"
"Central African Republic","2008","Not applicable","Not applicable","Percent","1.29002"
"Central African Republic","2007","Not applicable","Not applicable","Percent","1.31289"
"Central African Republic","2006","Not applicable","Not applicable","Percent","1.40242"
"Central African Republic","2005","Not applicable","Not applicable","Percent","1.63638"
"Central African Republic","2004","Not applicable","Not applicable","Percent","1.62453"
"Central African Republic","2003","Not applicable","Not applicable","Percent","1.5398"
"Central African Republic","2002","Not applicable","Not applicable","Percent","1.51957"
"Central African Republic","2000","Not applicable","Not applicable","Percent","1.61265"
"Central African Republic","1999","Not applicable","Not applicable","Percent","1.69002"
"Central African Republic","1991","Not applicable","Not applicable","Percent","2.27631"
"Central African Republic","1990","Not applicable","Not applicable","Percent","2.2442"
"Central African Republic","1987","Not applicable","Not applicable","Percent","2.54805"
"Central African Republic","1986","Not applicable","Not applicable","Percent","2.20775"
"Central African Republic","1978","Not applicable","Not applicable","Percent","3.17053"
"Chad","2011","Not applicable","Not applicable","Percent","2.2579"
"Chad","2010","Not applicable","Not applicable","Percent","1.98194"
"Chad","2009","Not applicable","Not applicable","Percent","2.31174"
"Chad","2005","Not applicable","Not applicable","Percent","1.69477"
"Chad","2004","Not applicable","Not applicable","Percent","1.59295"
"Chad","2001","Not applicable","Not applicable","Percent","2.42614"
"Chad","2000","Not applicable","Not applicable","Percent","2.64671"
"Chad","1999","Not applicable","Not applicable","Percent","3.22786"
"Chad","1998","Not applicable","Not applicable","Percent","1.64903"
"Chad","1997","Not applicable","Not applicable","Percent","2.27335"
"Chile","2012","Not applicable","Not applicable","Percent","4.55385"
"Chile","2011","Not applicable","Not applicable","Percent","4.06529"
"Chile","2010","Not applicable","Not applicable","Percent","4.18086"
"Chile","2009","Not applicable","Not applicable","Percent","4.24129"
"Chile","2008","Not applicable","Not applicable","Percent","3.79267"
"Chile","2007","Not applicable","Not applicable","Percent","3.22353"
"Chile","2006","Not applicable","Not applicable","Percent","3.02381"
"Chile","2005","Not applicable","Not applicable","Percent","3.22508"
"Chile","2004","Not applicable","Not applicable","Percent","3.48845"
"Chile","2003","Not applicable","Not applicable","Percent","3.8516"
"Chile","2002","Not applicable","Not applicable","Percent","4.00947"
"Chile","2000","Not applicable","Not applicable","Percent","3.70598"
"Chile","1999","Not applicable","Not applicable","Percent","3.84052"
"Chile","1998","Not applicable","Not applicable","Percent","3.43289"
"Chile","1997","Not applicable","Not applicable","Percent","3.09043"
"Chile","1996","Not applicable","Not applicable","Percent","2.88004"
"Chile","1995","Not applicable","Not applicable","Percent","2.64011"
"Chile","1994","Not applicable","Not applicable","Percent","2.59627"
"Chile","1993","Not applicable","Not applicable","Percent","2.46387"
"Chile","1990","Not applicable","Not applicable","Percent","2.36103"
"Chile","1987","Not applicable","Not applicable","Percent","3.00609"
"Chile","1981","Not applicable","Not applicable","Percent","5.19505"
"Chile","1980","Not applicable","Not applicable","Percent","4.44413"
"Chile","1979","Not applicable","Not applicable","Percent","3.66278"
"Chile","1978","Not applicable","Not applicable","Percent","3.18819"
"Chile","1975","Not applicable","Not applicable","Percent","3.79159"
"China","1999","Not applicable","Not applicable","Percent","1.90672"
"China","1998","Not applicable","Not applicable","Percent","1.86166"
"China","1996","Not applicable","Not applicable","Percent","1.86998"
"China","1995","Not applicable","Not applicable","Percent","1.85846"
"China","1994","Not applicable","Not applicable","Percent","2.00382"
"China","1993","Not applicable","Not applicable","Percent","1.67377"
"China","1992","Not applicable","Not applicable","Percent","1.67122"
"China","1988","Not applicable","Not applicable","Percent","1.78032"
"China","1987","Not applicable","Not applicable","Percent","1.8216"
"China","1986","Not applicable","Not applicable","Percent","2.08181"
"China","1985","Not applicable","Not applicable","Percent","2.02661"
"China","1984","Not applicable","Not applicable","Percent","2.01816"
"China","1983","Not applicable","Not applicable","Percent","2.09722"
"China","1982","Not applicable","Not applicable","Percent","2.05359"
"China","1981","Not applicable","Not applicable","Percent","1.96645"
"China","1980","Not applicable","Not applicable","Percent","1.92955"
"China","1979","Not applicable","Not applicable","Percent","2.16808"
"China","1978","Not applicable","Not applicable","Percent","1.97684"
"China","1977","Not applicable","Not applicable","Percent","1.77582"
"China","1976","Not applicable","Not applicable","Percent","1.84428"
"China","1975","Not applicable","Not applicable","Percent","1.73256"
"Colombia","2013","Not applicable","Not applicable","Percent","4.92975"
"Colombia","2012","Not applicable","Not applicable","Percent","4.37739"
"Colombia","2011","Not applicable","Not applicable","Percent","4.45981"
"Colombia","2010","Not applicable","Not applicable","Percent","4.82616"
"Colombia","2009","Not applicable","Not applicable","Percent","4.74743"
"Colombia","2008","Not applicable","Not applicable","Percent","3.9098"
"Colombia","2007","Not applicable","Not applicable","Percent","4.0587"
"Colombia","2006","Not applicable","Not applicable","Percent","3.89332"
"Colombia","2005","Not applicable","Not applicable","Percent","3.99501"
"Colombia","2004","Not applicable","Not applicable","Percent","4.07935"
"Colombia","2003","Not applicable","Not applicable","Percent","4.32514"
"Colombia","2002","Not applicable","Not applicable","Percent","4.26813"
"Colombia","2001","Not applicable","Not applicable","Percent","3.70868"
"Colombia","2000","Not applicable","Not applicable","Percent","3.51121"
"Colombia","1999","Not applicable","Not applicable","Percent","4.4408"
"Colombia","1998","Not applicable","Not applicable","Percent","3.92644"
"Colombia","1989","Not applicable","Not applicable","Percent","2.70525"
"Colombia","1985","Not applicable","Not applicable","Percent","2.71527"
"Colombia","1984","Not applicable","Not applicable","Percent","3.00429"
"Colombia","1981","Not applicable","Not applicable","Percent","2.59724"
"Colombia","1980","Not applicable","Not applicable","Percent","1.72912"
"Colombia","1979","Not applicable","Not applicable","Percent","1.75434"
"Comoros","2008","Not applicable","Not applicable","Percent","7.60813"
"Comoros","2002","Not applicable","Not applicable","Percent","3.81222"
"Comoros","1998","Not applicable","Not applicable","Percent","3.78254"
"Congo","2010","Not applicable","Not applicable","Percent","6.22079"
"Congo","2005","Not applicable","Not applicable","Percent","1.83577"
"Congo","2004","Not applicable","Not applicable","Percent","2.28813"
"Congo","2003","Not applicable","Not applicable","Percent","2.83616"
"Congo","2002","Not applicable","Not applicable","Percent","3.20832"
"Congo","1998","Not applicable","Not applicable","Percent","4.06827"
"Congo","1995","Not applicable","Not applicable","Percent","4.91034"
"Congo","1994","Not applicable","Not applicable","Percent","6.37312"
"Congo","1980","Not applicable","Not applicable","Percent","6.35924"
"Congo","1979","Not applicable","Not applicable","Percent","7.03814"
"Congo","1978","Not applicable","Not applicable","Percent","8.41331"
"Congo","1975","Not applicable","Not applicable","Percent","7.74302"
"Cook Islands","2011","Not applicable","Not applicable","Percent","3.0699"
"Costa Rica","2013","Not applicable","Not applicable","Percent","6.86645"
"Costa Rica","2009","Not applicable","Not applicable","Percent","6.28192"
"Costa Rica","2008","Not applicable","Not applicable","Percent","5.04339"
"Costa Rica","2007","Not applicable","Not applicable","Percent","4.73357"
"Costa Rica","2006","Not applicable","Not applicable","Percent","4.65442"
"Costa Rica","2004","Not applicable","Not applicable","Percent","4.89459"
